ZIP,Fuel,Vehicles,LAT,LNG
95820,Battery Electric,314,38.534879,-121.444372
95821,Battery Electric,383,38.625693,-121.384916
95822,Battery Electric,655,38.512787,-121.493618
95823,Battery Electric,495,38.474099,-121.443454
95824,Battery Electric,164,38.517585,-121.440739
95825,Battery Electric,388,38.591897,-121.408467
95826,Battery Electric,431,38.543754,-121.377692
95827,Battery Electric,283,38.556129,-121.324257
95828,Battery Electric,751,38.488809,-121.395843
95829,Battery Electric,1148,38.489544,-121.323454
95830,Battery Electric,26,38.490508,-121.284171
95831,Battery Electric,1105,38.493966,-121.529188
95832,Battery Electric,81,38.44705,-121.496114
95833,Battery Electric,556,38.619049,-121.517552
95834,Battery Electric,1237,38.635653,-121.518416
95835,Battery Electric,1530,38.670649,-121.525983
95836,Battery Electric,1,,
95837,Battery Electric,39,38.693765,-121.598941
95838,Battery Electric,263,38.645723,-121.445254
95841,Battery Electric,170,38.66037,-121.347394
95842,Battery Electric,256,38.686809,-121.349146
95843,Battery Electric,796,38.715463,-121.363422
95844,Battery Electric,1,,
95851,Battery Electric,2,,
95852,Battery Electric,5,,
95853,Battery Electric,1,,
95860,Battery Electric,1,,
95864,Battery Electric,880,38.584047,-121.375846
95865,Battery Electric,5,,
95866,Battery Electric,4,,
95899,Battery Electric,6,,
95901,Battery Electric,183,39.223939,-121.49405
95903,Battery Electric,16,39.106099,-121.36818
95908,Battery Electric,1,,
95912,Battery Electric,32,39.016702,-122.062143
95914,Battery Electric,3,39.449004,-121.330521
95916,Battery Electric,3,39.665539,-121.351955
95917,Battery Electric,17,39.409686,-121.756653
95918,Battery Electric,19,39.301229,-121.337929
95919,Battery Electric,3,39.432882,-121.261143
95920,Battery Electric,2,39.449794,-121.936372
95922,Battery Electric,2,39.48834,-121.066908
95924,Battery Electric,2,,
95925,Battery Electric,1,39.484108,-121.192649
95926,Battery Electric,276,39.745628,-121.843834
95927,Battery Electric,9,,
95928,Battery Electric,397,39.68571,-121.844084
95932,Battery Electric,20,39.266469,-121.978604
95934,Battery Electric,1,40.060074,-120.907922
95935,Battery Electric,1,39.379346,-121.19231
95936,Battery Electric,1,39.605383,-120.811013
95937,Battery Electric,6,38.885244,-121.999039
95938,Battery Electric,48,39.604713,-121.795288
95940,Battery Electric,1,,
95941,Battery Electric,1,39.516314,-121.250935
95942,Battery Electric,24,40.01945,-121.566635
95943,Battery Electric,5,39.584807,-122.032297
95945,Battery Electric,246,39.196387,-120.972289
95946,Battery Electric,144,39.215586,-121.20324
95947,Battery Electric,2,40.174567,-120.819768
95948,Battery Electric,44,39.339264,-121.770785
95949,Battery Electric,234,39.09923,-121.138848
95950,Battery Electric,2,39.043447,-121.918099
95951,Battery Electric,10,39.722512,-122.004433
95953,Battery Electric,76,39.259022,-121.776826
95954,Battery Electric,19,39.884654,-121.586789
95955,Battery Electric,2,39.294516,-122.201715
95956,Battery Electric,1,39.838288,-121.134235
95957,Battery Electric,7,39.060921,-121.827155
95959,Battery Electric,334,39.347811,-120.918728
95960,Battery Electric,8,39.403217,-121.034486
95961,Battery Electric,352,39.040305,-121.560484
95962,Battery Electric,12,39.344757,-121.264517
95963,Battery Electric,51,39.736308,-122.259338
95965,Battery Electric,66,39.593945,-121.581363
95966,Battery Electric,102,39.47536,-121.41411
95967,Battery Electric,3,,
95968,Battery Electric,6,39.435211,-121.551925
95969,Battery Electric,67,39.716846,-121.64618
95970,Battery Electric,2,39.398424,-122.060946
95971,Battery Electric,27,39.940063,-120.891328
95972,Battery Electric,1,,
95973,Battery Electric,384,39.891624,-121.841982
95974,Battery Electric,1,39.480221,-121.838454
95975,Battery Electric,23,39.224354,-121.151625
95977,Battery Electric,12,39.176595,-121.291692
95979,Battery Electric,2,39.302035,-122.51116
95982,Battery Electric,14,39.172726,-121.805819
95983,Battery Electric,5,40.077912,-120.707315
95987,Battery Electric,17,39.105127,-122.283003
95988,Battery Electric,33,39.491654,-122.26208
95991,Battery Electric,265,38.994187,-121.594591
95992,Battery Electric,10,,
95993,Battery Electric,461,39.082497,-121.680114
96001,Battery Electric,338,40.601778,-122.454973
96002,Battery Electric,240,40.527834,-122.318749
96003,Battery Electric,319,40.751937,-122.230678
96007,Battery Electric,80,40.458029,-122.27783
96008,Battery Electric,10,40.704869,-122.120038
96009,Battery Electric,2,41.05604,-121.020802
96011,Battery Electric,1,41.051216,-121.984492
96013,Battery Electric,5,40.973657,-121.692399
96014,Battery Electric,1,41.326646,-122.773654
96015,Battery Electric,3,41.487278,-120.912416
96017,Battery Electric,2,41.076875,-122.253652
96019,Battery Electric,46,40.676564,-122.380909
96020,Battery Electric,6,40.39796,-121.298528
96021,Battery Electric,49,39.923446,-122.270806
96022,Battery Electric,93,40.336387,-122.448511
96024,Battery Electric,8,40.546631,-122.880891
96025,Battery Electric,8,41.209942,-122.307935
96027,Battery Electric,4,41.399483,-123.068855
96028,Battery Electric,8,41.006417,-121.480741
96029,Battery Electric,1,39.94026,-122.4892
96032,Battery Electric,9,41.609516,-122.963525
96033,Battery Electric,1,40.781633,-122.584149
96035,Battery Electric,11,40.045637,-122.184859
96037,Battery Electric,1,41.544675,-122.934665
96038,Battery Electric,2,41.6071,-122.545715
96039,Battery Electric,1,41.687905,-123.483269
96041,Battery Electric,7,40.525724,-123.193917
96044,Battery Electric,4,41.93095,-122.510081
96047,Battery Electric,4,40.471076,-122.660955
96048,Battery Electric,2,40.829014,-123.022859
96049,Battery Electric,3,41.77186,-123.327375
96050,Battery Electric,1,41.89888,-122.888552
96051,Battery Electric,12,40.9332,-122.382788
96052,Battery Electric,10,40.738391,-122.821086
96055,Battery Electric,16,40.103236,-122.074735
96056,Battery Electric,6,41.028176,-121.308316
96057,Battery Electric,4,41.268682,-121.93094
96059,Battery Electric,1,40.421637,-121.833052
96062,Battery Electric,7,40.580119,-122.041403
96063,Battery Electric,1,40.370467,-121.606306
96064,Battery Electric,6,41.754853,-122.365534
96067,Battery Electric,78,41.314337,-122.380798
96069,Battery Electric,8,40.685336,-122.016069
96073,Battery Electric,51,40.603066,-122.186657
96080,Battery Electric,118,40.18189,-122.377104
96084,Battery Electric,2,40.844643,-121.969849
96085,Battery Electric,1,41.740719,-123.077404
96087,Battery Electric,7,40.619998,-122.643642
96088,Battery Electric,21,40.51087,-121.876112
96089,Battery Electric,1,,
96090,Battery Electric,1,40.021716,-122.127821
96091,Battery Electric,1,41.034706,-122.791321
96092,Battery Electric,1,39.96332,-122.017242
96093,Battery Electric,18,40.765478,-122.941428
96094,Battery Electric,29,41.456579,-122.469367
96096,Battery Electric,7,40.654093,-121.822848
96097,Battery Electric,29,41.756147,-122.659466
96099,Battery Electric,6,,
96103,Battery Electric,6,39.805588,-120.665978
96105,Battery Electric,1,39.753579,-120.054995
96106,Battery Electric,4,39.736644,-120.543744
96107,Battery Electric,5,38.425282,-119.475743
96108,Battery Electric,1,41.770116,-120.431104
96109,Battery Electric,1,40.019715,-120.099183
96111,Battery Electric,1,39.483479,-120.037661
96114,Battery Electric,2,40.296745,-120.499838
96117,Battery Electric,1,40.533462,-120.235356
96118,Battery Electric,7,39.639597,-120.247144
96120,Battery Electric,13,38.743384,-119.867624
96122,Battery Electric,17,39.825228,-120.477053
96124,Battery Electric,2,39.641871,-120.445265
96125,Battery Electric,3,39.602711,-120.63615
96126,Battery Electric,3,39.529719,-120.454168
96128,Battery Electric,1,40.358768,-120.408154
96129,Battery Electric,1,39.78927,-120.357278
96130,Battery Electric,17,40.551757,-120.675673
96134,Battery Electric,3,41.767323,-121.440546
96137,Battery Electric,13,40.270731,-121.039461
96140,Battery Electric,25,39.232027,-120.096413
96141,Battery Electric,10,39.067274,-120.177798
96142,Battery Electric,10,38.997166,-120.129625
96143,Battery Electric,25,39.254453,-120.022185
96145,Battery Electric,81,39.148285,-120.170923
96146,Battery Electric,35,39.198047,-120.237787
96148,Battery Electric,16,39.24905,-120.060428
96150,Battery Electric,211,38.869825,-120.008594
96151,Battery Electric,6,,
96155,Battery Electric,3,38.762986,-120.087069
96158,Battery Electric,8,,
96160,Battery Electric,12,,
96161,Battery Electric,584,39.313089,-120.207783
96162,Battery Electric,7,,
96266,Battery Electric,1,,
96334,Battery Electric,1,,
97006,Battery Electric,2,45.517009,-122.859817
97007,Battery Electric,4,45.454271,-122.879619
97008,Battery Electric,3,45.46019,-122.804198
97034,Battery Electric,2,45.409354,-122.683468
97035,Battery Electric,3,45.413498,-122.725171
97060,Battery Electric,1,45.531327,-122.36909
97062,Battery Electric,1,45.369302,-122.762307
97071,Battery Electric,1,45.134191,-122.826487
97080,Battery Electric,1,45.478314,-122.390727
97086,Battery Electric,1,45.445048,-122.528173
97123,Battery Electric,1,45.440165,-122.980083
97133,Battery Electric,1,45.702104,-123.029779
97202,Battery Electric,1,45.482541,-122.643935
97205,Battery Electric,1,45.520562,-122.710231
97206,Battery Electric,2,45.482433,-122.598605
97209,Battery Electric,3,45.531124,-122.683951
97210,Battery Electric,2,45.544163,-122.726626
97211,Battery Electric,1,45.581132,-122.637305
97212,Battery Electric,1,45.544236,-122.643468
97213,Battery Electric,1,45.538194,-122.600014
97217,Battery Electric,1,45.601815,-122.700798
97219,Battery Electric,3,45.454231,-122.698526
97220,Battery Electric,1,45.550024,-122.559297
97225,Battery Electric,1,45.502847,-122.770212
97229,Battery Electric,3,45.551031,-122.809275
97231,Battery Electric,1,45.687629,-122.824209
97302,Battery Electric,1,44.903103,-123.064528
97303,Battery Electric,1,45.030354,-123.023689
97327,Battery Electric,1,44.375035,-122.947586
97330,Battery Electric,1,44.647997,-123.259576
97333,Battery Electric,1,44.468069,-123.293831
97367,Battery Electric,1,44.914756,-123.974231
97388,Battery Electric,1,44.903514,-124.017859
97394,Battery Electric,1,44.443864,-123.907156
97401,Battery Electric,1,44.067988,-123.080181
97402,Battery Electric,1,44.047736,-123.230905
97403,Battery Electric,1,44.035821,-123.052976
97405,Battery Electric,2,43.939557,-123.192759
97477,Battery Electric,1,44.058465,-123.011597
97502,Battery Electric,1,42.414574,-122.954536
97504,Battery Electric,1,42.327947,-122.800496
97520,Battery Electric,1,42.182373,-122.577113
97527,Battery Electric,1,42.37114,-123.413622
97530,Battery Electric,1,42.152148,-123.057499
97603,Battery Electric,1,42.152018,-121.683526
97702,Battery Electric,5,44.000626,-121.233812
97703,Battery Electric,7,,
97707,Battery Electric,1,43.826223,-121.492124
98003,Battery Electric,1,47.304801,-122.316969
98004,Battery Electric,12,47.618337,-122.205341
98005,Battery Electric,1,47.614533,-122.168798
98006,Battery Electric,6,47.557627,-122.151005
98008,Battery Electric,2,47.605797,-122.099118
98010,Battery Electric,1,47.31199,-122.000503
98011,Battery Electric,2,47.753344,-122.201952
98012,Battery Electric,3,47.841376,-122.198939
98027,Battery Electric,3,47.493732,-121.998724
98029,Battery Electric,3,47.557085,-122.007748
98031,Battery Electric,1,47.405479,-122.195772
98032,Battery Electric,1,47.391942,-122.257192
98033,Battery Electric,4,47.675982,-122.193578
98034,Battery Electric,3,47.715769,-122.213748
98036,Battery Electric,1,47.809708,-122.280394
98037,Battery Electric,3,47.839223,-122.285464
98039,Battery Electric,2,47.631695,-122.240405
98040,Battery Electric,4,47.567779,-122.232795
98043,Battery Electric,1,47.791111,-122.30779
98050,Battery Electric,1,47.545269,-121.939288
98052,Battery Electric,9,47.68099,-122.120531
98056,Battery Electric,1,47.512527,-122.190248
98057,Battery Electric,1,47.47202,-122.2219
98058,Battery Electric,1,47.442737,-122.123973
98059,Battery Electric,3,47.499429,-122.110157
98065,Battery Electric,1,47.584223,-121.791951
98074,Battery Electric,1,47.622542,-122.04421
98075,Battery Electric,1,47.586092,-122.037436
98077,Battery Electric,1,47.752379,-122.060283
98083,Battery Electric,1,,
98092,Battery Electric,1,47.287074,-122.113839
98101,Battery Electric,3,47.610902,-122.336422
98102,Battery Electric,4,47.63714,-122.321891
98103,Battery Electric,1,47.678255,-122.338152
98105,Battery Electric,2,47.659861,-122.284977
98109,Battery Electric,11,47.631863,-122.344267
98110,Battery Electric,5,47.646967,-122.534561
98112,Battery Electric,4,47.63281,-122.288511
98115,Battery Electric,5,47.685746,-122.281589
98117,Battery Electric,2,47.687761,-122.38487
98119,Battery Electric,4,47.638679,-122.370946
98121,Battery Electric,10,47.615192,-122.350581
98122,Battery Electric,7,47.611046,-122.293207
98124,Battery Electric,1,,
98125,Battery Electric,2,47.716513,-122.295829
98126,Battery Electric,1,47.555647,-122.37959
98133,Battery Electric,1,47.740485,-122.342826
98136,Battery Electric,1,47.536464,-122.394409
98144,Battery Electric,5,47.585627,-122.29196
98148,Battery Electric,1,47.444098,-122.324859
98155,Battery Electric,1,47.754413,-122.300477
98168,Battery Electric,3,47.489569,-122.29996
98177,Battery Electric,1,47.742239,-122.376608
98199,Battery Electric,3,47.651371,-122.407349
98201,Battery Electric,1,48.006311,-122.210044
98221,Battery Electric,1,48.505025,-122.659285
98223,Battery Electric,4,48.21712,-121.95354
98225,Battery Electric,3,48.75094,-122.501286
98229,Battery Electric,1,48.696127,-122.413538
98230,Battery Electric,2,48.953455,-122.705013
98236,Battery Electric,2,47.948393,-122.412822
98248,Battery Electric,1,48.864419,-122.619419
98250,Battery Electric,4,48.571293,-123.113449
98258,Battery Electric,4,48.04417,-122.077404
98264,Battery Electric,1,48.950253,-122.459792
98273,Battery Electric,1,48.402754,-122.376148
98279,Battery Electric,1,48.636509,-122.818264
98282,Battery Electric,1,48.213258,-122.500085
98312,Battery Electric,2,47.573702,-122.786447
98363,Battery Electric,1,48.003791,-123.823238
98366,Battery Electric,1,47.541253,-122.577029
98370,Battery Electric,1,47.753859,-122.626792
98374,Battery Electric,1,47.12908,-122.263923
98375,Battery Electric,1,47.103181,-122.333406
98382,Battery Electric,1,48.023189,-123.106245
98383,Battery Electric,2,47.661688,-122.715469
98388,Battery Electric,1,47.20974,-122.684422
98391,Battery Electric,2,47.177102,-122.166177
98404,Battery Electric,1,47.208981,-122.411638
98406,Battery Electric,1,47.264107,-122.512591
98409,Battery Electric,1,47.210957,-122.481577
98422,Battery Electric,1,47.290368,-122.392395
98466,Battery Electric,1,47.224432,-122.541082
98467,Battery Electric,2,47.203279,-122.567719
98499,Battery Electric,1,47.168693,-122.503347
98503,Battery Electric,1,47.022032,-122.797103
98513,Battery Electric,2,46.97703,-122.733942
98584,Battery Electric,1,47.238866,-123.145661
98611,Battery Electric,1,46.305133,-122.900688
98620,Battery Electric,1,45.874447,-120.77583
98642,Battery Electric,1,45.807695,-122.693908
98661,Battery Electric,2,45.640067,-122.625018
98664,Battery Electric,1,45.61951,-122.577179
98671,Battery Electric,6,45.61442,-122.238447
98682,Battery Electric,2,45.673209,-122.481745
98684,Battery Electric,2,45.630556,-122.514839
98685,Battery Electric,1,45.715211,-122.693165
98686,Battery Electric,1,45.723392,-122.624397
98801,Battery Electric,2,47.423594,-120.336633
98942,Battery Electric,1,46.801335,-120.66481
99027,Battery Electric,1,47.710128,-117.12756
99033,Battery Electric,1,47.232328,-117.099265
99114,Battery Electric,1,48.655198,-117.735834
99163,Battery Electric,1,46.730331,-117.218027
99201,Battery Electric,1,47.66236,-117.437255
99206,Battery Electric,1,47.629296,-117.254657
99207,Battery Electric,1,47.68875,-117.387464
99212,Battery Electric,1,47.664705,-117.310362
99224,Battery Electric,1,47.65241,-117.526046
99337,Battery Electric,1,46.073223,-119.09074
99338,Battery Electric,1,46.147859,-119.273473
99362,Battery Electric,1,46.101083,-118.313609
,,,,
OOS,,,,
